212	105	422	380
212	111	423	385
211	113	423	396
211	114	422	399
209	117	422	410
210	127	420	414
211	130	423	424
210	148	423	427
213	156	421	431
213	166	419	439
214	180	417	441
210	197	414	445
209	204	414	446
210	211	412	446
210	216	411	446
208	216	411	447
209	215	411	447
207	212	411	447
208	209	411	446
207	207	411	446
206	206	412	445
207	202	412	445
207	203	412	444
207	206	412	444
206	207	412	444
214	86	433	374
214	85	433	374
214	86	433	374
213	86	432	373
214	86	433	373
214	85	433	373
213	86	433	373
213	86	432	373
213	86	432	374
212	86	432	373
212	86	432	373
212	85	431	372
213	81	431	370
212	75	431	364
211	71	432	353
210	67	429	347
211	63	425	334
211	56	424	321
211	53	421	316
212	51	421	309
213	51	421	300
215	51	421	297
215	49	421	296
216	50	421	293
218	50	421	293
218	50	421	293
217	50	421	295
217	50	422	297
216	50	421	299
214	49	421	304
213	49	420	313
211	52	420	319
211	53	423	323
210	60	422	338
208	62	428	348
209	65	428	353
208	68	428	362
208	76	430	370
210	75	432	378
209	80	432	382
207	83	433	384
207	84	434	385
207	83	434	384
204	84	433	381
203	84	431	380
203	89	428	376
203	89	428	377
203	89	427	377
202	83	428	382
201	84	430	386
201	83	433	393
202	84	431	403
207	94	428	424
206	95	430	445
206	103	433	455
202	109	431	456
204	162	359	360
204	161	359	360
205	162	359	360
205	162	360	360
205	163	360	361
205	163	360	361
206	162	361	360
206	163	361	359
206	161	361	359
206	159	360	356
204	157	360	353
203	156	359	349
203	155	359	347
203	154	361	343
204	152	361	340
205	151	361	336
207	151	361	334
208	151	361	330
208	149	361	327
209	149	361	325
209	146	361	322
211	146	360	319
211	147	361	316
212	147	360	312
213	147	360	309
209	143	361	307
210	142	361	306
210	143	360	305
210	143	360	306
212	146	358	309
211	146	359	312
208	143	359	320
207	147	359	325
206	147	359	330
204	149	359	335
202	149	358	340
201	151	359	345
200	154	359	348
201	156	358	354
202	157	359	361
200	164	358	366
201	169	358	368
201	170	358	369
201	171	357	369
201	171	357	369
202	172	357	369
200	172	360	373
200	171	360	376
201	172	363	381
201	175	364	386
203	177	364	394
203	180	363	404
204	185	363	408
204	186	363	417
203	193	364	419
202	201	364	419
202	208	363	422
199	210	363	424
195	216	359	425
192	220	359	426
192	221	359	427
192	226	359	427
193	228	357	428
192	228	357	428
192	226	357	428
191	225	357	427
190	223	358	427
190	221	357	427
192	216	358	427
191	211	360	423
193	205	360	420
192	200	358	418
192	189	358	416
191	185	358	410
191	179	358	405
192	173	358	399
191	170	356	383
191	165	356	373
192	158	358	365
194	151	356	354
194	152	355	349
194	153	354	346
195	149	355	345
196	149	356	341
197	150	355	339
197	150	355	339
197	150	355	340
197	150	355	341
