215	166	406	417
215	166	406	417
214	166	406	417
215	166	406	416
215	167	406	416
215	168	406	417
215	168	407	417
216	168	407	417
216	167	408	417
216	168	407	415
216	166	407	413
217	164	407	406
217	160	406	402
216	154	403	397
217	151	403	389
217	151	403	377
217	149	400	368
218	150	399	356
219	149	397	350
220	148	394	342
222	147	392	336
222	147	389	328
222	149	387	326
222	152	382	322
222	155	380	319
222	155	378	318
222	155	379	317
221	155	379	317
221	156	380	316
220	155	379	319
217	152	381	325
215	151	383	327
215	151	383	331
215	148	384	330
216	148	386	340
216	151	388	349
211	150	389	360
210	148	391	371
208	149	393	377
209	151	393	387
206	154	393	396
203	155	393	402
203	162	394	407
201	166	396	413
200	167	397	420
200	170	397	422
200	170	397	423
199	172	398	424
199	174	397	424
200	175	397	424
200	174	397	424
200	176	396	423
199	174	396	424
200	173	397	423
199	170	396	422
199	170	396	422
198	171	396	423
199	174	395	425
200	178	396	433
201	179	396	442
202	182	396	449
201	190	398	457
202	199	401	463
200	214	401	467
198	227	399	468
195	249	404	474
197	254	406	476
195	252	402	473
193	218	390	466
192	203	388	464
192	190	388	455
195	180	389	443
192	169	389	431
192	163	391	420
194	162	390	412
194	161	390	407
195	156	389	403
195	155	389	402
196	154	389	401
195	155	390	402
195	156	391	403
196	156	391	404
197	158	391	404
198	158	391	404
198	159	390	405
198	159	390	406
198	160	390	406
198	160	391	407
197	161	391	406
198	160	390	407
215	166	406	417
215	166	406	417
214	166	406	417
215	166	406	416
215	167	406	416
215	168	406	417
215	168	407	417
216	168	407	417
216	167	408	417
216	168	407	415
216	166	407	413
217	164	407	406
217	160	406	402
216	154	403	397
217	151	403	389
217	151	403	377
217	149	400	368
218	150	399	356
219	149	397	350
220	148	394	342
222	147	392	336
222	147	389	328
222	149	387	326
222	152	382	322
222	155	380	319
222	155	378	318
222	155	379	317
221	155	379	317
221	156	380	316
220	155	379	319
217	152	381	325
215	151	383	327
215	151	383	331
215	148	384	330
216	148	386	340
216	151	388	349
211	150	389	360
210	148	391	371
208	149	393	377
209	151	393	387
206	154	393	396
203	155	393	402
203	162	394	407
201	166	396	413
200	167	397	420
200	170	397	422
200	170	397	423
199	172	398	424
199	174	397	424
200	175	397	424
200	174	397	424
200	176	396	423
199	174	396	424
200	173	397	423
199	170	396	422
199	170	396	422
198	171	396	423
199	174	395	425
200	178	396	433
201	179	396	442
202	182	396	449
201	190	398	457
202	199	401	463
200	214	401	467
198	227	399	468
195	249	404	474
197	254	406	476
195	252	402	473
193	218	390	466
192	203	388	464
192	190	388	455
195	180	389	443
221	98	425	354
220	96	425	354
221	95	424	354
221	95	424	354
221	94	424	354
220	93	424	353
220	93	423	353
220	91	422	351
221	91	423	349
221	90	423	347
221	88	422	342
221	86	423	337
222	86	423	331
223	84	422	327
224	82	421	324
224	83	420	320
225	83	419	316
224	82	419	309
225	81	417	302
225	82	416	300
226	78	415	296
227	78	415	292
227	78	415	290
227	78	416	287
228	78	416	285
227	77	416	284
227	77	416	282
226	76	416	283
226	76	416	284
226	77	416	285
227	78	417	286
227	79	417	288
226	79	415	292
226	79	415	296
223	78	414	299
222	79	415	302
221	80	416	312
221	81	417	320
219	80	419	326
219	84	420	330
216	85	421	339
216	85	419	343
216	86	420	350
215	88	421	354
214	91	422	360
215	94	421	365
215	97	422	370
214	102	423	373
215	105	423	374
214	105	423	374
214	104	423	374
214	103	423	373
214	103	422	372
214	102	422	372
214	103	422	373
213	104	422	375
214	105	422	375
212	105	421	377
